Country,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Lesotho,LSO,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.29432988166809,..
Liberia,LBR,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1889500617981,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.78603982925415,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.58379006385803,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1531295776367,..,18.8995208740234,28.6995506286621,32.2727317810059,43.4567909240723,35.0114402770996,21.7483997344971,22.4669609069824,..,..
Liechtenstein,LIE,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.1754398345947,..,30.8080806732178,42.1052589416504,42.7312812805176,62.4365501403809,48.8687782287598,20.7031307220459,21.6326503753662,..,..
Liechtenstein,LIE,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.38916015625,..,8.18181991577148,14.6788997650146,21.1267604827881,25.480770111084,20.8333301544189,23.0046901702881,23.4449806213379,..,..
Lithuania,LTU,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.8696804046631,22.0222396850586,25.1679000854492,27.2838592529297,32.6981010437012,34.3233985900879,39.2915000915527,43.8314208984375,45.2770004272461,43.4441604614258,45.6419792175293,44.3460311889648,42.5660209655762,44.0652313232422,..
Lithuania,LTU,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3250904083252,17.8565406799316,19.0764102935791,20.5488796234131,23.5156993865967,24.3076000213623,26.6478099822998,29.0296802520752,30.0091495513916,28.5748405456543,31.5655899047852,31.4139003753662,30.0465698242188,31.6033306121826,..
Lithuania,LTU,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.4829807281494,26.2688808441162,31.389030456543,34.1685791015625,42.0945014953613,44.5933494567871,52.2940711975098,59.0733108520508,60.9772109985352,58.6798095703125,60.0113410949707,57.4862594604492,55.2551918029785,56.7309684753418,..
Low & middle income,LMY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7318000793457,..,..,..,..,..,..,..,5.71725988388062,..,..,..,..,..
Luxembourg,LUX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6429500579834,..,..,..,..,..
Luxembourg,LUX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.79354000091553,..,..,..,..,..
"Macao SAR, China",MAC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7709398269653,16.0391006469727,13.6606302261353,15.1028499603271,20.3199806213379,23.1316204071045,30.2520008087158,29.7574691772461,30.5787696838379,33.3235816955566,38.9922409057617,38.0889091491699,..,..
"Macao SAR, China",MAC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7670803070068,..,..,..,..,20.0860004425049,27.3293590545654,24.2153491973877,25.7174396514893,28.1121196746826,33.2274703979492,32.1221809387207,..,..
"Macao SAR, China",MAC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.7739400863647,..,..,..,..,25.4944000244141,32.6806182861328,34.6178283691406,34.9464492797852,38.0096397399902,44.1244010925293,43.5042610168457,..,..
"Macedonia, FYR",MKD,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.04948043823242,10.1805095672607,9.68212985992432,9.95586967468262,12.6158800125122,14.2607097625732,15.4970397949219,17.6072006225586,23.8286399841309,30.5004291534424,29.4649505615234,28.5941200256348,28.2805194854736,30.7983303070068,..
"Macedonia, FYR",MKD,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.54617023468018,7.3604998588562,6.67682981491089,7.16326999664307,9.28516960144043,9.7734203338623,10.1124296188354,12.1171102523804,18.1233196258545,24.2574291229248,24.6186103820801,24.8187103271484,24.3460903167725,27.0305404663086,..
"Macedonia, FYR",MKD,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.64011001586914,13.2142200469971,12.9300003051758,12.9586696624756,16.1636295318604,19.0097503662109,21.169469833374,23.3718109130859,29.8170204162598,37.0601615905762,34.5595893859863,32.5645790100098,32.4167289733887,34.7564392089844,..
Madagascar,MDG,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12396001815796,0.947920024394989,0.975350022315979,1.30862998962402,1.31790995597839,1.33218002319336,1.35722994804382,1.25814998149872,1.30045998096466,1.12397003173828,1.39385998249054,1.55744004249573,..
Madagascar,MDG,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.17525994777679,0.959439992904663,1.02620995044708,1.36643004417419,1.31906998157501,1.27468001842499,1.33800995349884,1.26435005664825,1.37110996246338,1.13078999519348,1.43335998058319,1.68529999256134,..
Madagascar,MDG,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07237994670868,0.936339974403381,0.924279987812042,1.25065004825592,1.31674003601074,1.38976001739502,1.37645995616913,1.25196003913879,1.22994995117188,1.11715996265411,1.35452997684479,1.43022000789642,..
Malawi,MWI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.520250022411346,..,..,..,..,..,..
Malawi,MWI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.679340004920959,..,..,..,..,..,..
Malawi,MWI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.360520005226135,..,..,..,..,..,..
Malaysia,MYS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6967601776123,..,..,13.1175899505615,12.3931102752686,14.4103498458862,14.8918800354004,16.6669902801514,15.8599700927734,16.3349704742432,19.2657699584961,17.7728900909424,16.5853404998779,..,..
Malaysia,MYS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.21245002746582,..,..,11.7576103210449,9.5431604385376,11.5450296401978,12.0564603805542,13.1144599914551,12.1681203842163,12.9269104003906,15.0383100509644,13.3311901092529,12.5523099899292,..,..
Malaysia,MYS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.208399772644,..,..,14.4699401855469,15.2024297714233,17.214319229126,17.6495494842529,20.0696296691895,19.3574695587158,19.5459403991699,23.2493305206299,21.9684200286865,20.4047603607178,..,..
Maldives,MDV,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.5620002746582,18.398099899292,18.9009895324707,23.9573402404785,21.8975791931152,28.9127292633057,32.233959197998,..,..,34.8613395690918,33.8461494445801,31.7215003967285,31.3672904968262,..
Malta,MLT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2720899581909,16.6718196868896,17.1903896331787,20.6028594970703,18.1247997283936,..,25.1823692321777,..,..,26.3982105255127,25.91383934021,25.5011501312256,24.1390705108643,..
Malta,MLT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9212303161621,20.2148399353027,20.6997108459473,27.4804191589355,25.855260848999,..,39.6402397155762,..,..,43.6854400634766,41.9993286132813,38.0840301513672,38.7720489501953,..
Marshall Islands,MHL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3349199295044,15.9717597961426,20.4636707305908,..
Mauritius,MUS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.9752197265625,13.2176904678345,17.1918601989746,..
Mauritius,MUS,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7471799850464,18.7738704681396,23.7777805328369,..
Mexico,MEX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.9421796798706,..,14.1233196258545,13.947380065918,15.576530456543,16.9699993133545,17.024829864502,16.5630893707275,17.6641807556152,18.0151805877686,19.1922702789307,..,..
Mexico,MEX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.205849647522,..,13.2743501663208,13.5406503677368,13.8540296554565,15.572509765625,15.6721096038818,15.1395101547241,16.2525596618652,16.5280895233154,17.8689804077148,..,..
Mexico,MEX,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6773595809937,..,14.9555797576904,14.3423595428467,17.2329196929932,18.308629989624,18.3165607452393,17.9175205230713,19.0011196136475,19.423469543457,20.4527397155762,..,..
"Micronesia, Fed. Sts.",FSM,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (all income levels),MEA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (all income levels),MEA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (all income levels),MEA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (developing only),MNA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (developing only),MNA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (developing only),MNA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.3711090087891,33.7334289550781,..
Moldova,MDA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.166130065918,26.6913204193115,..
Moldova,MDA,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.7355690002441,41.0765419006348,..
Monaco,MCO,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Male,SE.TER.CMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Female,SE.TER.CMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Gross graduation ratio. Tertiary (ISCED 5A) first degree. Total,SE.TER.CMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8227596282959,18.8756008148193,27.0312404632568,33.2311782836914,31.1920204162598,35.2249908447266,35.5824508666992,36.9336395263672,38.8630104064941,42.8623313903809,44.389289855957,45.0631484985352,50.7630004882813,56.0558090209961,..
